"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Fam","withFam","Age_cat"
185,"1","3","female",4,0,2,22.025,2,"1","(0,13]"
186,"0","1","male",NA,0,0,50,0,"0",NA
187,"1","3","female",NA,1,0,15.5,1,"1",NA
188,"1","1","male",45,0,0,26.55,0,"0","(18,60]"
189,"0","3","male",40,1,1,15.5,2,"1","(18,60]"
190,"0","3","male",36,0,0,7.8958,0,"0","(18,60]"
191,"1","2","female",32,0,0,13,0,"0","(18,60]"
192,"0","2","male",19,0,0,13,0,"0","(18,60]"
193,"1","3","female",19,1,0,7.8542,1,"1","(18,60]"
194,"1","2","male",3,1,1,26,2,"1","(0,13]"
195,"1","1","female",44,0,0,27.7208,0,"0","(18,60]"
196,"1","1","female",58,0,0,146.5208,0,"0","(18,60]"
197,"0","3","male",NA,0,0,7.75,0,"0",NA
198,"0","3","male",42,0,1,8.4042,1,"1","(18,60]"
199,"1","3","female",NA,0,0,7.75,0,"0",NA
200,"0","2","female",24,0,0,13,0,"0","(18,60]"
201,"0","3","male",28,0,0,9.5,0,"0","(18,60]"
202,"0","3","male",NA,8,2,69.55,10,"1",NA
203,"0","3","male",34,0,0,6.4958,0,"0","(18,60]"
204,"0","3","male",45.5,0,0,7.225,0,"0","(18,60]"
205,"1","3","male",18,0,0,8.05,0,"0","(13,18]"
206,"0","3","female",2,0,1,10.4625,1,"1","(0,13]"
207,"0","3","male",32,1,0,15.85,1,"1","(18,60]"
208,"1","3","male",26,0,0,18.7875,0,"0","(18,60]"
209,"1","3","female",16,0,0,7.75,0,"0","(13,18]"
210,"1","1","male",40,0,0,31,0,"0","(18,60]"
211,"0","3","male",24,0,0,7.05,0,"0","(18,60]"
212,"1","2","female",35,0,0,21,0,"0","(18,60]"
213,"0","3","male",22,0,0,7.25,0,"0","(18,60]"
214,"0","2","male",30,0,0,13,0,"0","(18,60]"
215,"0","3","male",NA,1,0,7.75,1,"1",NA
216,"1","1","female",31,1,0,113.275,1,"1","(18,60]"
217,"1","3","female",27,0,0,7.925,0,"0","(18,60]"
218,"0","2","male",42,1,0,27,1,"1","(18,60]"
219,"1","1","female",32,0,0,76.2917,0,"0","(18,60]"
220,"0","2","male",30,0,0,10.5,0,"0","(18,60]"
221,"1","3","male",16,0,0,8.05,0,"0","(13,18]"
222,"0","2","male",27,0,0,13,0,"0","(18,60]"
223,"0","3","male",51,0,0,8.05,0,"0","(18,60]"
224,"0","3","male",NA,0,0,7.8958,0,"0",NA
225,"1","1","male",38,1,0,90,1,"1","(18,60]"
226,"0","3","male",22,0,0,9.35,0,"0","(18,60]"
227,"1","2","male",19,0,0,10.5,0,"0","(18,60]"
228,"0","3","male",20.5,0,0,7.25,0,"0","(18,60]"
229,"0","2","male",18,0,0,13,0,"0","(13,18]"
230,"0","3","female",NA,3,1,25.4667,4,"1",NA
231,"1","1","female",35,1,0,83.475,1,"1","(18,60]"
232,"0","3","male",29,0,0,7.775,0,"0","(18,60]"
233,"0","2","male",59,0,0,13.5,0,"0","(18,60]"
234,"1","3","female",5,4,2,31.3875,6,"1","(0,13]"
235,"0","2","male",24,0,0,10.5,0,"0","(18,60]"
236,"0","3","female",NA,0,0,7.55,0,"0",NA
237,"0","2","male",44,1,0,26,1,"1","(18,60]"
238,"1","2","female",8,0,2,26.25,2,"1","(0,13]"
239,"0","2","male",19,0,0,10.5,0,"0","(18,60]"
240,"0","2","male",33,0,0,12.275,0,"0","(18,60]"
241,"0","3","female",NA,1,0,14.4542,1,"1",NA
242,"1","3","female",NA,1,0,15.5,1,"1",NA
243,"0","2","male",29,0,0,10.5,0,"0","(18,60]"
244,"0","3","male",22,0,0,7.125,0,"0","(18,60]"
245,"0","3","male",30,0,0,7.225,0,"0","(18,60]"
246,"0","1","male",44,2,0,90,2,"1","(18,60]"
247,"0","3","female",25,0,0,7.775,0,"0","(18,60]"
248,"1","2","female",24,0,2,14.5,2,"1","(18,60]"
249,"1","1","male",37,1,1,52.5542,2,"1","(18,60]"
250,"0","2","male",54,1,0,26,1,"1","(18,60]"
251,"0","3","male",NA,0,0,7.25,0,"0",NA
252,"0","3","female",29,1,1,10.4625,2,"1","(18,60]"
253,"0","1","male",62,0,0,26.55,0,"0","(60,80]"
254,"0","3","male",30,1,0,16.1,1,"1","(18,60]"
255,"0","3","female",41,0,2,20.2125,2,"1","(18,60]"
256,"1","3","female",29,0,2,15.2458,2,"1","(18,60]"
257,"1","1","female",NA,0,0,79.2,0,"0",NA
258,"1","1","female",30,0,0,86.5,0,"0","(18,60]"
259,"1","1","female",35,0,0,512.3292,0,"0","(18,60]"
260,"1","2","female",50,0,1,26,1,"1","(18,60]"
261,"0","3","male",NA,0,0,7.75,0,"0",NA
262,"1","3","male",3,4,2,31.3875,6,"1","(0,13]"
263,"0","1","male",52,1,1,79.65,2,"1","(18,60]"
265,"0","3","female",NA,0,0,7.75,0,"0",NA
266,"0","2","male",36,0,0,10.5,0,"0","(18,60]"
267,"0","3","male",16,4,1,39.6875,5,"1","(13,18]"
268,"1","3","male",25,1,0,7.775,1,"1","(18,60]"
269,"1","1","female",58,0,1,153.4625,1,"1","(18,60]"
270,"1","1","female",35,0,0,135.6333,0,"0","(18,60]"
271,"0","1","male",NA,0,0,31,0,"0",NA
273,"1","2","female",41,0,1,19.5,1,"1","(18,60]"
274,"0","1","male",37,0,1,29.7,1,"1","(18,60]"
275,"1","3","female",NA,0,0,7.75,0,"0",NA
276,"1","1","female",63,1,0,77.9583,1,"1","(60,80]"
277,"0","3","female",45,0,0,7.75,0,"0","(18,60]"
279,"0","3","male",7,4,1,29.125,5,"1","(0,13]"
280,"1","3","female",35,1,1,20.25,2,"1","(18,60]"
281,"0","3","male",65,0,0,7.75,0,"0","(60,80]"
282,"0","3","male",28,0,0,7.8542,0,"0","(18,60]"
283,"0","3","male",16,0,0,9.5,0,"0","(13,18]"
284,"1","3","male",19,0,0,8.05,0,"0","(18,60]"
285,"0","1","male",NA,0,0,26,0,"0",NA
286,"0","3","male",33,0,0,8.6625,0,"0","(18,60]"
287,"1","3","male",30,0,0,9.5,0,"0","(18,60]"
288,"0","3","male",22,0,0,7.8958,0,"0","(18,60]"
289,"1","2","male",42,0,0,13,0,"0","(18,60]"
290,"1","3","female",22,0,0,7.75,0,"0","(18,60]"
291,"1","1","female",26,0,0,78.85,0,"0","(18,60]"
292,"1","1","female",19,1,0,91.0792,1,"1","(18,60]"
293,"0","2","male",36,0,0,12.875,0,"0","(18,60]"
294,"0","3","female",24,0,0,8.85,0,"0","(18,60]"
295,"0","3","male",24,0,0,7.8958,0,"0","(18,60]"
296,"0","1","male",NA,0,0,27.7208,0,"0",NA
297,"0","3","male",23.5,0,0,7.2292,0,"0","(18,60]"
298,"0","1","female",2,1,2,151.55,3,"1","(0,13]"
299,"1","1","male",NA,0,0,30.5,0,"0",NA
300,"1","1","female",50,0,1,247.5208,1,"1","(18,60]"
301,"1","3","female",NA,0,0,7.75,0,"0",NA
302,"1","3","male",NA,2,0,23.25,2,"1",NA
304,"1","2","female",NA,0,0,12.35,0,"0",NA
305,"0","3","male",NA,0,0,8.05,0,"0",NA
306,"1","1","male",0.92,1,2,151.55,3,"1","(0,13]"
307,"1","1","female",NA,0,0,110.8833,0,"0",NA
308,"1","1","female",17,1,0,108.9,1,"1","(13,18]"
309,"0","2","male",30,1,0,24,1,"1","(18,60]"
310,"1","1","female",30,0,0,56.9292,0,"0","(18,60]"
311,"1","1","female",24,0,0,83.1583,0,"0","(18,60]"
312,"1","1","female",18,2,2,262.375,4,"1","(13,18]"
313,"0","2","female",26,1,1,26,2,"1","(18,60]"
314,"0","3","male",28,0,0,7.8958,0,"0","(18,60]"
315,"0","2","male",43,1,1,26.25,2,"1","(18,60]"
316,"1","3","female",26,0,0,7.8542,0,"0","(18,60]"
317,"1","2","female",24,1,0,26,1,"1","(18,60]"
318,"0","2","male",54,0,0,14,0,"0","(18,60]"
319,"1","1","female",31,0,2,164.8667,2,"1","(18,60]"
320,"1","1","female",40,1,1,134.5,2,"1","(18,60]"
321,"0","3","male",22,0,0,7.25,0,"0","(18,60]"
322,"0","3","male",27,0,0,7.8958,0,"0","(18,60]"
323,"1","2","female",30,0,0,12.35,0,"0","(18,60]"
324,"1","2","female",22,1,1,29,2,"1","(18,60]"
325,"0","3","male",NA,8,2,69.55,10,"1",NA
326,"1","1","female",36,0,0,135.6333,0,"0","(18,60]"
327,"0","3","male",61,0,0,6.2375,0,"0","(60,80]"
328,"1","2","female",36,0,0,13,0,"0","(18,60]"
329,"1","3","female",31,1,1,20.525,2,"1","(18,60]"
330,"1","1","female",16,0,1,57.9792,1,"1","(13,18]"
331,"1","3","female",NA,2,0,23.25,2,"1",NA
332,"0","1","male",45.5,0,0,28.5,0,"0","(18,60]"
333,"0","1","male",38,0,1,153.4625,1,"1","(18,60]"
334,"0","3","male",16,2,0,18,2,"1","(13,18]"
335,"1","1","female",NA,1,0,133.65,1,"1",NA
336,"0","3","male",NA,0,0,7.8958,0,"0",NA
337,"0","1","male",29,1,0,66.6,1,"1","(18,60]"
338,"1","1","female",41,0,0,134.5,0,"0","(18,60]"
339,"1","3","male",45,0,0,8.05,0,"0","(18,60]"
340,"0","1","male",45,0,0,35.5,0,"0","(18,60]"
341,"1","2","male",2,1,1,26,2,"1","(0,13]"
342,"1","1","female",24,3,2,263,5,"1","(18,60]"
343,"0","2","male",28,0,0,13,0,"0","(18,60]"
344,"0","2","male",25,0,0,13,0,"0","(18,60]"
345,"0","2","male",36,0,0,13,0,"0","(18,60]"
346,"1","2","female",24,0,0,13,0,"0","(18,60]"
347,"1","2","female",40,0,0,13,0,"0","(18,60]"
348,"1","3","female",NA,1,0,16.1,1,"1",NA
349,"1","3","male",3,1,1,15.9,2,"1","(0,13]"
350,"0","3","male",42,0,0,8.6625,0,"0","(18,60]"
351,"0","3","male",23,0,0,9.225,0,"0","(18,60]"
352,"0","1","male",NA,0,0,35,0,"0",NA
353,"0","3","male",15,1,1,7.2292,2,"1","(13,18]"
354,"0","3","male",25,1,0,17.8,1,"1","(18,60]"
355,"0","3","male",NA,0,0,7.225,0,"0",NA
356,"0","3","male",28,0,0,9.5,0,"0","(18,60]"
357,"1","1","female",22,0,1,55,1,"1","(18,60]"
358,"0","2","female",38,0,0,13,0,"0","(18,60]"
359,"1","3","female",NA,0,0,7.8792,0,"0",NA
360,"1","3","female",NA,0,0,7.8792,0,"0",NA
361,"0","3","male",40,1,4,27.9,5,"1","(18,60]"
362,"0","2","male",29,1,0,27.7208,1,"1","(18,60]"
363,"0","3","female",45,0,1,14.4542,1,"1","(18,60]"
364,"0","3","male",35,0,0,7.05,0,"0","(18,60]"
365,"0","3","male",NA,1,0,15.5,1,"1",NA
366,"0","3","male",30,0,0,7.25,0,"0","(18,60]"
367,"1","1","female",60,1,0,75.25,1,"1","(18,60]"
368,"1","3","female",NA,0,0,7.2292,0,"0",NA
369,"1","3","female",NA,0,0,7.75,0,"0",NA
370,"1","1","female",24,0,0,69.3,0,"0","(18,60]"
371,"1","1","male",25,1,0,55.4417,1,"1","(18,60]"
372,"0","3","male",18,1,0,6.4958,1,"1","(13,18]"
373,"0","3","male",19,0,0,8.05,0,"0","(18,60]"
374,"0","1","male",22,0,0,135.6333,0,"0","(18,60]"
375,"0","3","female",3,3,1,21.075,4,"1","(0,13]"
376,"1","1","female",NA,1,0,82.1708,1,"1",NA
377,"1","3","female",22,0,0,7.25,0,"0","(18,60]"
378,"0","1","male",27,0,2,211.5,2,"1","(18,60]"
379,"0","3","male",20,0,0,4.0125,0,"0","(18,60]"
380,"0","3","male",19,0,0,7.775,0,"0","(18,60]"
381,"1","1","female",42,0,0,227.525,0,"0","(18,60]"
382,"1","3","female",1,0,2,15.7417,2,"1","(0,13]"
383,"0","3","male",32,0,0,7.925,0,"0","(18,60]"
384,"1","1","female",35,1,0,52,1,"1","(18,60]"
385,"0","3","male",NA,0,0,7.8958,0,"0",NA
386,"0","2","male",18,0,0,73.5,0,"0","(13,18]"
387,"0","3","male",1,5,2,46.9,7,"1","(0,13]"
388,"1","2","female",36,0,0,13,0,"0","(18,60]"
389,"0","3","male",NA,0,0,7.7292,0,"0",NA
390,"1","2","female",17,0,0,12,0,"0","(13,18]"
391,"1","1","male",36,1,2,120,3,"1","(18,60]"
392,"1","3","male",21,0,0,7.7958,0,"0","(18,60]"
393,"0","3","male",28,2,0,7.925,2,"1","(18,60]"
394,"1","1","female",23,1,0,113.275,1,"1","(18,60]"
395,"1","3","female",24,0,2,16.7,2,"1","(18,60]"
396,"0","3","male",22,0,0,7.7958,0,"0","(18,60]"
397,"0","3","female",31,0,0,7.8542,0,"0","(18,60]"
398,"0","2","male",46,0,0,26,0,"0","(18,60]"
399,"0","2","male",23,0,0,10.5,0,"0","(18,60]"
400,"1","2","female",28,0,0,12.65,0,"0","(18,60]"
401,"1","3","male",39,0,0,7.925,0,"0","(18,60]"
402,"0","3","male",26,0,0,8.05,0,"0","(18,60]"
403,"0","3","female",21,1,0,9.825,1,"1","(18,60]"
404,"0","3","male",28,1,0,15.85,1,"1","(18,60]"
405,"0","3","female",20,0,0,8.6625,0,"0","(18,60]"
406,"0","2","male",34,1,0,21,1,"1","(18,60]"
407,"0","3","male",51,0,0,7.75,0,"0","(18,60]"
408,"1","2","male",3,1,1,18.75,2,"1","(0,13]"
409,"0","3","male",21,0,0,7.775,0,"0","(18,60]"
410,"0","3","female",NA,3,1,25.4667,4,"1",NA
411,"0","3","male",NA,0,0,7.8958,0,"0",NA
412,"0","3","male",NA,0,0,6.8583,0,"0",NA
413,"1","1","female",33,1,0,90,1,"1","(18,60]"
415,"1","3",NA,44,0,0,7.925,0,"0","(18,60]"
416,"0","3","female",NA,0,0,8.05,0,"0",NA
417,"1","2","female",34,1,1,32.5,2,"1","(18,60]"
418,"1","2","female",18,0,2,13,2,"1","(13,18]"
419,"0","2","male",30,0,0,13,0,"0","(18,60]"
420,"0","3","female",10,0,2,24.15,2,"1","(0,13]"
421,"0","3","male",NA,0,0,7.8958,0,"0",NA
422,"0","3","male",21,0,0,7.7333,0,"0","(18,60]"
423,"0","3","male",29,0,0,7.875,0,"0","(18,60]"
424,"0","3","female",28,1,1,14.4,2,"1","(18,60]"
425,"0","3","male",18,1,1,20.2125,2,"1","(13,18]"
426,"0","3","male",NA,0,0,7.25,0,"0",NA
427,"1","2","female",28,1,0,26,1,"1","(18,60]"
428,"1","2","female",19,0,0,26,0,"0","(18,60]"
429,"0","3","male",NA,0,0,7.75,0,"0",NA
430,"1","3","male",32,0,0,8.05,0,"0","(18,60]"
431,"1","1","male",28,0,0,26.55,0,"0","(18,60]"
432,"1","3","female",NA,1,0,16.1,1,"1",NA
433,"1","2","female",42,1,0,26,1,"1","(18,60]"
434,"0","3","male",17,0,0,7.125,0,"0","(13,18]"
435,"0","1","male",50,1,0,55.9,1,"1","(18,60]"
436,"1","1","female",14,1,2,120,3,"1","(13,18]"
437,"0","3","female",21,2,2,34.375,4,"1","(18,60]"
438,"1","2","female",24,2,3,18.75,5,"1","(18,60]"
439,"0","1","male",64,1,4,263,5,"1","(60,80]"
440,"0","2","male",31,0,0,10.5,0,"0","(18,60]"
441,"1","2","female",45,1,1,26.25,2,"1","(18,60]"
442,"0","3","male",20,0,0,9.5,0,"0","(18,60]"
443,"0","3","male",25,1,0,7.775,1,"1","(18,60]"
444,"1","2","female",28,0,0,13,0,"0","(18,60]"
445,"1","3","male",NA,0,0,8.1125,0,"0",NA
446,"1","1","male",4,0,2,81.8583,2,"1","(0,13]"
447,"1","2","female",13,0,1,19.5,1,"1","(0,13]"
448,"1","1","male",34,0,0,26.55,0,"0","(18,60]"
449,"1","3","female",5,2,1,19.2583,3,"1","(0,13]"
450,"1","1","male",52,0,0,30.5,0,"0","(18,60]"
451,"0","2","male",36,1,2,27.75,3,"1","(18,60]"
452,"0","3","male",NA,1,0,19.9667,1,"1",NA
453,"0","1","male",30,0,0,27.75,0,"0","(18,60]"
454,"1","1","male",49,1,0,89.1042,1,"1","(18,60]"
455,"0","3","male",NA,0,0,8.05,0,"0",NA
456,"1","3","male",29,0,0,7.8958,0,"0","(18,60]"
457,"0","1","male",65,0,0,26.55,0,"0","(60,80]"
458,"1","1","female",NA,1,0,51.8625,1,"1",NA
459,"1","2","female",50,0,0,10.5,0,"0","(18,60]"
460,"0","3","male",NA,0,0,7.75,0,"0",NA
461,"1","1","male",48,0,0,26.55,0,"0","(18,60]"
462,"0","3","male",34,0,0,8.05,0,"0","(18,60]"
