A5;A10;A20;A40;globale
1,693729746;1,495392923;-0,82583324;0,810045508;6,554573734
-0,619173671;0,249031564;2,739187466;0,540289887;6,034730585
0,591096185;-0,329999777;-0,581808914;0,544525125;4,157659249
2,065279835;2,434311084;1,102047961;1,685475171;9,202938047
1,081596435;0,499162015;-0,044475159;0,085655277;4,968982612
0,18854339;0,47597693;-0,255785026;0,785967905;5,132016551
0,457185987;-0,516540203;-1,559324127;-0,036549138;3,230360479
-0,724495316;-0,35696319;-1,299244372;-0,389898468;1,844909294
0,866593766;0,283438733;0,126002613;-0,481016723;4,609589075
-0,796290673;0,189225987;0,538261516;0,718606565;5,122053001
-1,292207567;-1,082114485;-0,626402667;-0,106604624;2,105189255
0,96453128;0,423436386;-0,0612092;0,081685771;4,898728625
0,749789499;0,51380744;1,255923491;-0,247888245;5,282982754
0,866344939;1,368103714;0,957577548;0,901487715;7,429130885
0,324533464;1,479269032;1,984499036;0,904257287;7,094323529
1,832068238;1,605580486;1,592030753;0,687653077;8,423959138
-0,616221382;0,33430666;0,41260888;-0,49952053;3,899409158
-0,786455411;-0,96097654;0,081120294;0,24552464;3,140658635
-0,041992882;-0,051176571;-1,172629831;0,703400973;4,153424023
0,604849856;1,675866203;1,135704007;1,853130019;8,023426396
0,471521805;-0,197652072;0,053387528;1,559082512;4,755342988
0,931396426;0,51267074;0,073843503;0,617987225;5,611711262
0,968517139;1,213979469;-0,479860324;-0,506598708;5,8017189
1,435523046;0,551630741;-0,417779007;0,274050772;4,791571891
0,664679416;-0,35392196;0,832769703;1,27104656;5,378056912
0,672483047;0,605866116;1,693168889;0,893468311;7,032691619
0,905416857;0,522499439;0,642930139;0,907884431;6,370005977
1,109812318;1,172371243;1,342821991;3,101345361;8,362150368
-0,047495894;0,59173343;1,618882059;0,719297497;6,479103873
-0,000257617;-0,238928505;-0,396684193;-0,507308506;3,164490465
-1,476987165;-0,530569379;0,262920371;-0,260534398;2,792626971
-0,533915008;-0,532456121;0,377309735;-0,561461565;3,599413463
0,038750312;-0,507144928;1,58379226;0,944732082;5,190588537
0,695225788;0,799727502;-0,122892378;-0,514018607;4,633893822
1,209238678;1,15008034;0,70167283;0,85523515;6,887064037
-0,228748724;-0,122359487;0,230606838;0,006430183;4,172229274
-0,60010768;-1,138049581;0,004877728;-0,825900302;2,30794766
-0,320377122;-0,820883831;-0,014733177;0,810633479;3,819280212
0,170576872;-0,454700903;-1,368994411;0,704429336;3,756101031
-0,969070334;-0,478597641;0,33017299;-0,037689484;3,256271873
-0,809291951;-0,48813116;-0,829555405;-1,255403075;1,881079917
-0,739575478;-0,510051713;-0,413082374;0,939785378;3,834349832
0,661556098;0,206702802;0,113745861;0,356611944;5,155599822
2,431175681;0,778471648;-0,176094314;-0,059754791;6,207333277
0,12997188;-0,777885738;-0,031118217;-1,805454655;2,586898083
-0,31631813;-1,063936091;0,740188304;-0,485020624;3,008597015
0,218870516;-0,023904297;-0,0427964;-0,298071474;4,299189489
0,736384794;-0,605904326;-0,417925541;-1,263300682;3,462344383
1,299195836;1,330195014;2,800698435;1,563268158;8,711096627
-1,255482102;-0,067951721;1,848951011;0,371377;4,375360154
-0,991143467;0,250618552;0,564535377;1,059287901;4,409971492
-0,342231717;0,09196723;-1,567289087;-0,71538873;2,813061262
0,021078368;0,252488897;1,747098024;1,214736344;5,561407937
0,563119656;0,575965512;1,051482463;2,020915915;6,797926945
-0,459145259;0,511743199;-1,511648922;0,086187436;3,307284005
-0,327571878;0,141162108;-0,017909333;1,173484399;4,17933063
-1,204510158;-0,92639629;0,371700404;0,060229844;3,312202427
0,958935887;1,455873062;1,646631373;1,62597766;8,254418886
2,112877616;1,638613401;0,531759097;0,557612055;7,606437061
-0,498836317;-0,348634172;1,157857036;0,197854497;3,97793042
0,624485684;1,337135643;1,226075163;1,378756355;7,123306453
-0,843779605;-0,08350201;0,008759578;-0,320978711;3,409921329
-1,243243152;-0,95599703;0,406725357;1,258660397;3,965663842
1,067892089;0,708197611;0,538607582;-0,127727646;6,152669406
-0,094442861;-0,167733677;1,151349972;-0,348817389;4,138837204
1,089537001;2,111922343;2,920463338;3,034588287;10,00286899
0,551542358;1,064724676;3,279388927;2,284040385;8,353352598
0,525394983;0,307773232;-0,640542043;-0,244357516;4,440227184
-0,320109884;-0,077431775;-0,189924692;0,944762438;4,517843303
1,078066942;0,232264714;0,004097574;0,801776396;4,952763241
1,307368178;2,251188551;-0,578972062;1,424109838;7,499543734
0,112583756;0,387526344;-0,602253605;-0,03147663;4,235366713
1,721001908;0,449484755;-0,407167398;0,344845034;4,788715781
-0,874135451;-1,775177353;-0,191864512;-0,774358109;1,896879575
-1,267591094;-1,140156468;-0,030544446;0,515536708;2,900729129
0,625649788;-0,152564209;0,110592397;0,383076362;4,880170891
0,224616898;-1,121262253;-1,254733624;-1,240886304;2,03194168
-0,572278121;-0,133560661;-0,370764127;-0,315822705;3,598641618
-1,473605819;-1,159400497;0,846710409;1,051628838;3,653063179
0,23302343;-0,001086756;1,256832805;0,626436187;5,106650069
0,093599695;-0,48315418;-0,046996802;0,067826335;4,105862393
-1,536408532;-1,242646302;-0,012493844;1,121129352;2,867385478
0,360719231;1,574646691;1,515099475;1,110699084;6,99156432
-0,966087928;-1,320933866;-0,704882193;-0,119321659;1,636679969
0,887098314;-0,31230389;-0,335798326;-0,499596297;4,166927216
0,718382811;0,069500001;-0,639242043;-0,186057575;3,717490531
-0,732282662;-1,128233043;-0,594776575;-0,70900529;1,660479379
0,923331766;0,198001428;1,157336499;1,457091317;6,548453696
0,941908907;-0,179143086;0,751917542;0,3099218;5,224769515
0,97537408;0,185918066;0,641179813;1,033815204;5,271183479
1,810132298;1,051802743;1,770084261;0,085265229;7,963456877
-0,35570775;0,841077798;-0,470514116;0,635781226;3,997754708
-0,074670627;0,111490591;-0,743843957;0,114157616;3,756252968
-0,20149377;-0,21342411;0,138516774;-0,551445839;3,488712188
-0,361733608;0,409006695;1,409364461;0,45295303;5,606190856
-0,58865747;0,195598057;0,654585738;-0,523360892;3,550538925
0,985968961;0,99356956;-0,653549134;0,360281506;5,30567946
0,292518209;-1,32303234;-0,999774705;-0,151249066;2,441608184
0,2042748;-0,4622392;-1,187866657;-0,953682765;2,984216195
1,030248027;1,114180889;1,552433596;1,405550534;7,477392198
0,928644309;0,809598282;0,449780865;1,330059191;6,732375523
-1,499224381;-2,066252503;0,061709262;0,798154889;1,509540731
-0,425994722;-1,071543686;0,025752849;0,986963608;3,66399716
0,526750943;0,064310747;0,395751235;0,91627769;4,946180847
0,759854938;-0,11619814;-0,576600953;-0,847794705;3,373243256
0,88329246;0,536226271;1,392845386;-0,220073242;5,811294667
-0,498864588;-0,885195548;-0,585364842;-0,44543292;3,00686924
0,486720613;0,58542017;0,856726048;1,076869634;4,926985821
0,866222563;0,190108646;0,676443709;1,734411652;6,185795333
-0,772566911;-1,543683443;-0,608189267;0,511210028;1,721249507
1,097555118;0,602218027;-1,594443867;0,773193968;5,323319444
0,576861866;0,282666291;-0,138603789;-0,68576973;3,938846657
1,537593575;0,784665822;-0,025817996;-0,292998588;5,901872708
0,070003894;0,781730657;1,756950916;-0,006666581;5,894091989
-0,630896818;-0,258402196;-0,138132444;-0,698902396;3,00796359
0,370540364;0,227055498;0,700681497;-0,564438368;5,251442887
-0,566558371;-1,059295424;-0,798794164;-0,42921961;2,396523112
2,024792315;0,570736171;-1,342240485;-0,163746007;5,170760585
1,280445632;1,311311582;0,827593476;1,074105309;7,069847367
-1,639528686;-0,690678594;-0,401656199;-1,060186278;2,125527479
0,854391416;0,995598509;0,535089339;1,274540514;6,518768347
0,298088436;0,521086324;1,008327503;-0,645965926;5,080345037
1,200944077;0,869865743;-0,142963578;0,578328676;6,305632752
0,745933334;-0,39895505;0,439694201;0,689014577;3,794109319
0,301229705;0,462991226;0,236654361;2,089389649;5,999780556
0,422879853;1,610085722;0,80467769;1,020324392;6,840615881
0,49868622;-1,069450584;0,228192596;0,666166203;3,30524992
0,649223966;1,315423985;2,337241499;0,588090491;7,713761951
0,429945458;-0,868750368;-0,050309792;1,215523292;3,64131671
0,563723136;1,345833132;0,698940357;-0,16934748;5,43746473
0,601780692;-0,118402934;0,038042066;2,884745912;5,9556624
0,903369771;1,641706284;0,041245988;0,602394945;6,814757809
0,272862533;0,096908053;0,772735941;0,533074039;5,373369047
0,380350433;0,889569732;-0,167214802;-0,186260121;5,405214666
-1,557535991;-1,035746139;-1,657300036;-1,989167314;0,261062728
-0,004743129;1,117785433;1,020243306;0,354453272;5,634743887
-0,247988299;-1,164232881;-0,543452378;-0,462553241;2,590894091
0,633098658;0,328045869;1,021290532;0,207892325;5,473924939
1,184743477;0,856314324;1,756555113;0,931291734;7,751040879
-0,030358503;0,457641819;0,476784691;0,330928471;5,494635259
0,373453841;0,549427307;-0,52748935;0,35102076;4,52955676
-0,394807653;0,22427057;1,307170181;1,542097578;6,044326878
1,532351021;0,834654017;0,487190707;-1,32799796;5,43130231
1,555949772;1,582839269;0,01398337;-0,201611434;6,584101371
-0,231337476;0,305178254;-0,482637211;0,916667404;4,243950511
0,075314144;-0,288546378;0,677527026;1,721102216;4,830955615
1,755626339;2,339542038;1,841324384;0,460575176;8,851695556
1,155753293;2,085256166;2,687436107;-0,839433017;8,351933173
0,448045972;0,586076993;0,18746989;0,535699081;4,525151144
-0,78832974;0,342308681;0,668258066;0,254624128;4,126239649
2,04283714;0,708449452;1,05053683;0,7806508;6,578428861
0,290486503;-1,002187208;-0,990451909;0,14001989;3,254715462
0,499164239;-0,499872532;-0,157684972;-0,56747585;3,740147282
-0,499838547;0,80908018;1,247530727;0,163302049;5,766457212
1,210937771;0,463410216;-1,568555761;-1,018826437;3,690858084
0,906502197;0,654661993;-0,43387469;0,11675709;5,274788477
1,382239915;0,584260279;-0,16752034;0,204816317;6,012824667
0,726746065;0,396919625;-0,338024084;-0,437423069;4,896284847
1,056851132;1,103546139;1,495782491;0,907570755;7,249600708
1,704840676;1,150987602;0,385704061;1,408906586;7,108633253
0,33047547;-0,906179023;-1,868550777;0,031718338;2,49651074
0,577547807;0,99618002;0,592881821;0,714209198;6,418807163
0,542875325;-0,987390878;-1,190398751;2,25557085;4,447062853
0,707245187;1,272102889;1,621150445;-0,16051333;7,005472056
-0,284614255;0,053650015;0,63647741;-0,199427313;4,002429578
2,836520598;1,974862464;1,332375103;0,040735306;9,08595814
-0,218409526;-0,602473288;0,487756993;-1,295978287;2,875464102
-0,713660272;0,995196489;1,604649917;0,577160307;4,61567062
-0,07188802;0,220989593;-0,678109161;-0,455035714;3,435249335
1,50433386;1,088868693;-0,171455396;0,106898932;6,365841467
2,170317139;1,037016117;1,280285584;-1,005237141;7,182569644
0,211436039;0,600095425;1,109259407;-1,136721081;5,026935904
-1,079413552;0,290617726;0,08141615;0,324304974;3,754669471
-1,456673128;-2,548209002;-1,666123776;-0,35736757;-1,719897387
-0,620558791;-0,745671132;1,432175238;1,32545261;4,701860658
0,565617018;-1,096261827;-0,92918775;-0,326168734;2,51372774
0,553368507;0,280742837;0,029134031;-0,072247127;4,971152238
-0,748686425;-0,35397987;0,209225408;0,224054931;3,982230554
-0,445562233;-0,723102804;-0,569554727;1,128930109;3,379624183
0,84579523;0,871256083;0,675336483;2,121906341;6,811398603
-0,394699086;-0,613226149;-1,202299412;-1,478870615;1,634893568
0,261225559;-0,874474068;-0,319857216;0,936820775;4,066981188
1,498922835;2,221446236;-0,120735998;0,597158144;6,500962272
1,747543035;1,502527152;1,628432261;1,298755;8,444155739
-0,357911361;-0,616465378;0,173927206;0,395865513;3,57098611
-0,143895476;-0,17463631;-0,624451591;0,545624195;3,829902137
1,475728958;0,72044114;0,495896811;1,882679887;7,32273424
1,917018398;1,44437203;-0,882601397;0,408560396;5,695805532
0,280850866;0,546330384;0,622107895;2,430096056;6,649407823
0,197782418;0,117121018;0,260038243;-2,19157133;3,359774788
0,169130662;-0,421619439;-0,263760388;-0,355568368;4,086451121
1,215453443;1,82422193;1,041866255;2,553742278;7,499192843
-0,945227609;-1,669703157;0,614580192;0,491614689;2,572462067
1,180555657;1,260314626;0,41928299;2,426371699;7,693562425
0,657716142;1,162320493;2,20198115;1,640239612;7,872103045
1,732029848;1,081064049;0,627838186;2,653272357;8,418905685
0,643451257;-0,475798461;1,154305644;-0,574640341;5,015667922
-0,687808855;-0,876627202;-0,856824594;-1,560375843;1,381709679
1,314301079;0,943926332;0,088334371;1,784956359;7,426781379
0,016256907;-0,133025613;-0,906218682;0,953577056;3,832252683
0,688798789;0,864376859;2,459318196;1,26230112;7,730860352
0,344091492;0,387625503;0,98865778;0,701357315;5,9505467
-1,235774278;-0,091916892;0,37012247;0,860764452;3,025577114
0,122759251;-0,214131787;0,500780151;-0,18902047;4,30133439
-1,096164342;-0,192286967;0,249534847;-0,319144176;3,618804391
-0,783955814;-1,030838604;0,286084437;-1,168417436;2,188982114
-0,593473931;-1,900204546;-0,665107798;0,549666101;1,434923794
0,77000705;0,049989811;0,72960079;0,303838611;5,139129511
1,24904509;0,945294521;0,099547651;0,220457652;6,017557558
0,835839546;0,250761935;0,498310248;0,314147293;5,753880816
-0,928448435;0,426795288;-1,110745439;-0,952773093;2,937584675
0,243892763;-0,326842059;1,137690026;1,088797841;5,849030111
2,250996339;2,326149494;2,676538064;0,910532852;9,607177624
-0,532423868;-1,284364036;-0,299801244;0,026901242;2,789330466
0,242011577;0,34675328;0,177287087;0,161873456;4,724228277
-0,001724391;-0,244096642;0,013930919;0,814583131;4,792195595
-0,622236412;-0,8610487;0,374738494;-0,648969802;2,379841009
1,95542811;1,571394765;0,855344828;0,164177858;7,688023117
1,103263146;1,29664876;1,391400837;0,823155043;7,543750779
1,824918264;1,144358128;0,397606281;0,005246386;6,700006
-0,33030147;-0,420004006;-0,059448264;-0,369981243;3,741822745
1,118618238;1,434969609;-0,362394129;-1,127660762;5,633777775
1,300958009;0,780863996;0,050541846;0,499674852;6,247931165
0,994033383;0,332064341;-0,286477412;-0,272414659;4,832400102
0,624296431;1,079214532;1,061767178;0,74447415;6,247461236
-1,676615249;-0,921119522;-1,545639766;-0,976946263;0,30998194
-0,17254158;0,333638609;2,065111461;0,158393182;5,956926196
-0,368639447;0,982402776;0,750549023;-0,963359091;4,648897584
0,373428844;-0,861833417;-1,550015265;-0,9276955;2,096430516
-0,78803365;-0,092370204;1,786663464;1,580972223;4,421529861
0,076968263;0,061398717;0,944947061;-0,681194978;4,745525168
-0,536659938;0,18471659;0,201179143;0,308139978;3,51968573
1,066827502;1,462973113;1,309777473;-0,181336522;6,513996939
1,078731297;1,794688062;2,554878108;1,432256951;8,372499106
-0,340882785;-0,109703699;1,998014241;1,64691412;5,716307795
1,030512611;1,812344733;1,547514259;0,337434295;8,036140367
1,014421759;2,712476201;1,926494272;1,024169265;9,075413354
1,215808938;1,063633523;1,159423694;1,678719259;7,670921426
-1,666646173;-2,579915503;-1,110947686;0,03949046;0,287657595
0,646561835;1,402157197;0,230945596;0,757803937;6,180614377
-1,050958318;-1,955585748;-0,932930747;0,354487819;1,456527992
0,436066152;0,617838955;0,320518929;-0,0256691;4,616877564
0,986987764;1,913549811;1,44097206;0,969225847;8,234968792
-0,820676952;-0,567758031;0,511865669;1,376418495;4,667320063
1,165103926;0,700609612;2,192194314;1,85101404;7,041366286
1,619594073;2,680800478;0,369109276;0,349669556;7,57605265
0,384683919;1,149446137;1,316777921;1,514892028;6,272436847
1,190694316;1,891784047;-0,11569546;-1,190849457;6,371591123
1,114960629;0,045424796;-0,174341241;0,894242482;5,753623242
-1,22891485;-1,55418613;-1,285558753;-0,157929348;0,651519363
1,265396871;0,140134644;-1,063498694;-0,248747751;4,286387452
-0,567101571;0,12890074;-0,372907636;-0,269099959;3,509800111
-1,749423999;-1,073785577;-0,481832462;-0,485619208;1,155654464
-0,102773979;0,273068842;0,648318873;1,536115065;5,36906705
0,381457706;0,76062244;-0,340488653;-0,503351063;4,858696516
1,853111721;0,72850067;0,107713992;2,202717448;7,833162266
-0,749444598;-0,770228181;-0,218538414;-0,691214148;2,309858828
-0,183966821;-0,012416265;0,483940732;-0,467444996;3,88407772
-0,805387009;-0,069443929;1,014110388;-0,601892917;3,742855307
0,157068233;-0,549414988;-1,074331139;-2,159859323;1,702510785
1,020155467;1,129773674;-0,013870158;-0,850576454;5,07001967
-0,376956689;-0,292374997;-1,336338505;-0,123556369;2,2553895
0,012465941;-0,741286744;-1,160603319;0,07794536;3,255934652
1,205523256;1,12240831;0,583163942;-0,204249589;6,151286372
0,838760877;-0,078948017;0,862447117;1,064508981;5,920440282
1,155510214;1,302423412;1,336916881;0,704323425;7,622200273
-0,10074183;0,644613567;0,709059894;0,55398531;5,453385142
0,959997968;0,54405932;0,759121106;1,458957285;6,098485377
1,827482328;1,368622144;0,787588647;1,065046762;8,125798599
-0,616738113;1,099029328;0,638326765;1,436932346;5,373890829
-0,116103963;1,035614295;0,824753735;-1,278185652;4,705846263
1,90932442;2,578871551;0,291931302;0,761441897;8,508438127
-0,911421328;-0,30398866;0,807328175;0,203139619;3,987441792
2,393262799;2,805949809;1,690602537;1,165761345;9,881832952
0,951904428;0,336277867;-1,399783957;-1,191314567;3,129069366
-0,944211081;-1,861962219;-1,094379839;-0,377957402;0,353175059
-0,585875469;0,167845463;0,645822889;0,582054361;4,694835654
0,654332057;1,005879877;0,928167986;2,570321835;7,336638625
1,144909028;1,074079429;0,085441665;0,423030257;6,031199651
-1,719959841;-1,54245476;-1,592913065;-3,090671852;-1,262968237
0,575645072;0,688629712;1,639515636;0,865032775;6,871104354
1,46058739;0,090447804;-0,635932146;0,045288433;4,339433763
0,373640373;0,771510352;1,878916936;2,35699631;6,862641855
0,367805564;0,670569701;-0,623186751;0,138755304;5,003719724
-0,495446857;0,243645793;0,264600156;-0,382450158;4,120014169
1,48397742;2,689331474;1,109980277;0,038611159;8,298518415
0,451349052;-0,589693226;-0,302713288;1,018156188;4,7705321
1,435810656;2,733838931;2,07535427;0,88306887;9,024128012
0,048503805;-0,392551825;-0,606138184;-0,069727352;3,462103986
0,167687854;0,508992898;0,888950259;0,759024046;5,388330668
0,275288979;1,623789837;0,724418174;1,27018576;6,926799735
0,588231994;0,770841889;0,358960153;0,327046966;5,998005102
1,805896444;1,626937337;-0,843966479;-1,351686269;5,779185195
0,308071846;1,032029961;0,159967266;1,319218029;5,346917223
1,294316377;0,995644974;1,130926296;0,915390884;7,197008177
0,472134257;0,522421634;2,32064101;0,347602647;6,38428298
-1,177168886;-0,020878563;-0,029652401;0,025506146;3,459885273
1,637117949;1,047182524;2,42694783;0,01350551;8,256126749
1,200189929;1,35909903;2,057036249;-0,58833978;7,484801676
1,517565747;2,24484702;1,505056449;0,820177376;7,827605226
0,456354617;0,148473273;-0,829105129;-1,843229315;3,298387292
-0,542978616;-0,315367978;0,39756689;0,048527394;3,982262356
-0,653135816;-0,613457662;-0,733245322;0,667688154;3,129118315
-0,96215751;-0,089668302;0,963438662;0,103978845;3,59355624
-0,381801349;1,419929837;1,325458896;-0,644910298;6,017930274
0,640101114;0,416326667;-0,378515494;0,381223872;4,578725743
0,718797307;0,824281687;1,801871822;1,547806092;7,144741063
1,067297598;2,189875145;0,791356038;1,466144984;7,798977294
2,319055455;1,01918886;0,309329312;1,431438955;7,292518367
-0,34169969;-1,196593027;-0,98704402;0,84915438;2,835011468
-0,437830188;0,142473742;1,494436247;1,165629388;5,525859495
1,01860728;0,471259151;0,545354545;1,45348843;6,943238821
0,649211801;1,343290056;0,429365074;-0,459195095;5,394059802
-0,222906222;-0,151832093;-1,395220389;-0,144219064;3,025404506
-0,310138756;0,947552668;0,570919268;-0,229387765;5,095449275
1,858648268;1,317230803;-0,237799518;0,190090864;6,872431848
0,647017593;0,537205653;1,1546318;0,945935135;5,991853314
0,347494516;0,470947538;1,050030022;3,484324637;7,175092774
-0,392440764;0,119392571;0,441808671;-1,018298883;3,514758768
1,753430112;0,329317093;-1,354099144;-0,152327477;4,548836936
1,511267462;1,415268502;2,233157028;1,859274041;8,4591687
-0,655623287;0,427403802;-0,202646978;-1,014237727;3,150703379
1,396527715;1,340005876;-0,32789509;0,71319413;6,211695587
0,709500544;0,215614438;-0,286807515;-1,139955783;4,149316456
1,127396188;0,828828161;-1,718171049;1,399911873;5,305671553
-0,490133037;-0,373360491;0,044380562;-0,381839732;2,861205867
0,808406192;0,951247137;1,385555208;0,710890291;6,656553405
-0,225794191;0,151204606;1,157272026;1,254743069;5,980227281
0,898895339;0,29742718;0,382420291;0,423822816;5,442087674
-0,552711846;-0,382072556;1,146950498;2,166186299;5,401259196
-0,098571351;0,185211116;-0,091245366;-1,461360292;3,165071365
1,069339451;-0,240000777;-0,945020688;-1,10422561;3,788086811
1,409358436;1,973858098;0,67281161;0,95868724;7,528777555
1,420648865;1,280747484;-0,144167984;1,007495806;6,114525523
-1,935932999;-1,667831018;-1,250136722;-0,362530836;0,171830324
0,403962808;0,69125799;0,423254306;-0,758117129;4,498129635
-0,960522081;-0,953906946;-0,736694894;-1,988172651;1,262495524
0,075687663;0,950044873;0,355261876;-0,204191433;5,43940915
0,160227671;0,427493622;1,179164861;-0,027670162;5,198083812
0,631629823;1,694101226;0,240493055;2,418022204;7,301777736
-0,715085489;-0,392881279;0,601418367;-0,242362037;3,735583437
0,801830428;0,533260465;-0,795016013;0,533078468;5,081813478
0,994373064;0,298766653;1,201431575;-0,253414218;5,731968425
0,37537884;0,787590017;0,824329571;1,321170151;6,369611973
2,77281996;0,336371517;-1,759195045;-0,054970553;5,321739874
0,503679867;0,083743285;-0,499359019;-0,183324093;4,751059554
0,851950297;0,425994729;0,764532248;0,193030888;5,311794446
1,53326965;1,566454427;0,60003174;0,22313612;7,721969341
-0,638429375;-0,192961534;-0,836851836;0,114886119;3,185134278
0,993529649;0,719671107;0,892573923;0,866963318;6,592164661
0,338668461;0,447558606;1,915517645;0,552356405;6,031611457
0,464449981;0,145231686;-0,19132644;-0,246401247;4,625446282
1,073500885;0,950476802;0,527769801;0,318131994;5,873953761
0,131224352;0,535458544;-0,388165523;-0,311252787;3,674084597
1,222390695;1,108687128;0,909367477;0,854151973;6,583156396
1,159036551;1,119966568;0,514556765;0,836573917;7,298827031
-1,672584661;-0,098885645;0,182922191;-0,127902744;2,771896278
1,650607499;0,700404509;1,198326073;0,891241527;7,180525125
0,233464876;0,120508351;0,177511487;-0,139731455;4,942643901
-0,773400051;-0,259536196;0,046046955;0,203623512;3,131156878
0,357122551;0,014481851;-0,539792037;-0,184463755;4,004851091
0,296445369;0,310700082;1,542091248;1,034094967;6,271531688
-0,085551133;0,703637436;0,628652178;-0,455659802;4,699669674
1,840515723;0,490030111;-0,838227426;0,496368308;6,167114298
0,608570887;0,248516574;-0,439450668;0,250936812;4,303129936
-0,607422836;0,13378314;0,96040764;0,09051482;4,801897058
2,266073238;2,679629677;1,072773228;0,570420986;8,95344837
-0,226565602;-0,100095299;-0,634562159;-1,524848093;2,133841689
0,832325943;-0,430636507;0,636638376;0,023483961;4,632147086
-0,437077462;-0,417533545;0,694561152;0,05827372;3,586828364
1,47136928;1,687047384;1,291747019;-1,027048848;6,792482823
2,223967825;1,863284678;1,553404573;0,178616078;8,301101576
0,026003044;0,543326291;0,411047089;1,247243968;5,403210723
1,279422824;1,000689606;0,482534369;1,250116897;6,952262278
1,603373889;2,039649362;0,54790229;-0,412278865;7,564816164
-0,46310675;0,444106221;1,481057708;0,727137254;4,701731962
0,694525892;0,69666729;0,686869351;1,665553018;6,68678574
0,286822989;0,449821098;0,910929449;0,842521995;5,651455144
0,759079004;2,185369489;2,302269647;0,56689894;8,243372896
-0,049096981;0,83831697;0,86981339;-0,872463855;4,798703054
0,093040778;0,021385103;-0,406544755;-0,028744041;3,07454778
1,595045427;1,187343237;0,160617869;2,144461947;7,58386866
0,399132542;0,266910586;1,117311418;0,625483934;5,821355091
0,516976613;0,431707728;2,111556363;0,561518875;5,370516716
0,115862404;0,09392229;-0,527615031;-0,048203752;3,988725534
-1,596954446;-0,905100717;-0,3017288;0,807674744;2,814409304
0,242519526;-0,819737955;1,137421961;0,027472255;4,372919706
1,306596468;0,916390322;-0,376872914;0,421418756;5,389578007
-0,465805702;-0,160490261;-0,065943368;-0,444172822;2,981140256
-1,283722621;-0,866153729;-0,833097643;0,672326821;1,705247137
-1,389719443;-0,860463226;1,223762466;0,619805078;3,574455714
0,097999248;-0,014403836;-0,134326331;-1,067639967;4,135767185
0,82076878;0,925517551;-0,303814682;-0,349888908;4,443927884
-0,183300912;-0,584034443;-0,0797113;0,688521304;3,712786867
-1,645081303;-1,595764625;0,279825608;0,643595421;2,264291647
-1,327450566;-1,36413381;-0,61802661;0,049573691;1,48233826
