"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Fam","withFam","Age_cat"
42,"0","2","female",27,1,0,21,1,"1","Adulte"
43,"0","3","male",NA,0,0,7.8958,0,"0",NA
44,"1","2","female",3,1,2,41.5792,3,"1","Enfant"
45,"1","3","female",19,0,0,7.8792,0,"0","Adulte"
46,"0","3","male",NA,0,0,8.05,0,"0",NA
47,"0","3","male",NA,1,0,15.5,1,"1",NA
48,"1","3","female",NA,0,0,7.75,0,"0",NA
49,"0","3","male",NA,2,0,21.6792,2,"1",NA
50,"0","3","female",18,1,0,17.8,1,"1","Adulte"
51,"0","3","male",7,4,1,39.6875,5,"1","Enfant"
52,"0","3","male",21,0,0,7.8,0,"0","Adulte"
53,"1","1","female",49,1,0,76.7292,1,"1","Adulte"
54,"1","2","female",29,1,0,26,1,"1","Adulte"
55,"0","1","male",65,0,1,61.9792,1,"1","Senior"
56,"1","1","male",NA,0,0,35.5,0,"0",NA
57,"1","2","female",21,0,0,10.5,0,"0","Adulte"
58,"0","3","male",28.5,0,0,7.2292,0,"0","Adulte"
59,"1","2","female",5,1,2,27.75,3,"1","Enfant"
60,"0","3","male",11,5,2,46.9,7,"1","Enfant"
61,"0","3","male",22,0,0,7.2292,0,"0","Adulte"
62,"1","1","female",38,0,0,80,0,"0","Adulte"
63,"0","1","male",45,1,0,83.475,1,"1","Adulte"
64,"0","3","male",4,3,2,27.9,5,"1","Enfant"
65,"0","1","male",NA,0,0,27.7208,0,"0",NA
66,"1","3","male",NA,1,1,15.2458,2,"1",NA
67,"1","2","female",29,0,0,10.5,0,"0","Adulte"
68,"0","3","male",19,0,0,8.1583,0,"0","Adulte"
69,"1","3","female",17,4,2,7.925,6,"1","Adolescent"
70,"0","3","male",26,2,0,8.6625,2,"1","Adulte"
71,"0","2","male",32,0,0,10.5,0,"0","Adulte"
72,"0","3","female",16,5,2,46.9,7,"1","Adolescent"
73,"0","2","male",21,0,0,73.5,0,"0","Adulte"
74,"0","3","male",26,1,0,14.4542,1,"1","Adulte"
75,"1","3","male",32,0,0,56.4958,0,"0","Adulte"
76,"0","3","male",25,0,0,7.65,0,"0","Adulte"
77,"0","3","male",NA,0,0,7.8958,0,"0",NA
78,"0","3","male",NA,0,0,8.05,0,"0",NA
79,"1","2","male",0.83,0,2,29,2,"1","Enfant"
80,"1","3","female",30,0,0,12.475,0,"0","Adulte"
81,"0","3","male",22,0,0,9,0,"0","Adulte"
82,"1","3","male",29,0,0,9.5,0,"0","Adulte"
83,"1","3","female",NA,0,0,7.7875,0,"0",NA
84,"0","1","male",28,0,0,47.1,0,"0","Adulte"
85,"1","2","female",17,0,0,10.5,0,"0","Adolescent"
86,"1","3","female",33,3,0,15.85,3,"1","Adulte"
87,"0","3","male",16,1,3,34.375,4,"1","Adolescent"
88,"0","3","male",NA,0,0,8.05,0,"0",NA
89,"1","1","female",23,3,2,263,5,"1","Adulte"
90,"0","3","male",24,0,0,8.05,0,"0","Adulte"
91,"0","3","male",29,0,0,8.05,0,"0","Adulte"
92,"0","3","male",20,0,0,7.8542,0,"0","Adulte"
93,"0","1","male",46,1,0,61.175,1,"1","Adulte"
94,"0","3","male",26,1,2,20.575,3,"1","Adulte"
95,"0","3","male",59,0,0,7.25,0,"0","Adulte"
96,"0","3","male",NA,0,0,8.05,0,"0",NA
97,"0","1","male",71,0,0,34.6542,0,"0","Senior"
98,"1","1","male",23,0,1,63.3583,1,"1","Adulte"
99,"1","2","female",34,0,1,23,1,"1","Adulte"
100,"0","2","male",34,1,0,26,1,"1","Adulte"
101,"0","3","female",28,0,0,7.8958,0,"0","Adulte"
102,"0","3","male",NA,0,0,7.8958,0,"0",NA
103,"0","1","male",21,0,1,77.2875,1,"1","Adulte"
104,"0","3","male",33,0,0,8.6542,0,"0","Adulte"
105,"0","3","male",37,2,0,7.925,2,"1","Adulte"
106,"0","3","male",28,0,0,7.8958,0,"0","Adulte"
107,"1","3","female",21,0,0,7.65,0,"0","Adulte"
108,"1","3","male",NA,0,0,7.775,0,"0",NA
109,"0","3","male",38,0,0,7.8958,0,"0","Adulte"
110,"1","3","female",NA,1,0,24.15,1,"1",NA
111,"0","1","male",47,0,0,52,0,"0","Adulte"
112,"0","3","female",14.5,1,0,14.4542,1,"1","Adolescent"
113,"0","3","male",22,0,0,8.05,0,"0","Adulte"
114,"0","3","female",20,1,0,9.825,1,"1","Adulte"
115,"0","3","female",17,0,0,14.4583,0,"0","Adolescent"
116,"0","3","male",21,0,0,7.925,0,"0","Adulte"
117,"0","3","male",70.5,0,0,7.75,0,"0","Senior"
118,"0","2","male",29,1,0,21,1,"1","Adulte"
119,"0","1","male",24,0,1,247.5208,1,"1","Adulte"
120,"0","3","female",2,4,2,31.275,6,"1","Enfant"
121,"0","2","male",21,2,0,73.5,2,"1","Adulte"
122,"0","3","male",NA,0,0,8.05,0,"0",NA
123,"0","2","male",32.5,1,0,30.0708,1,"1","Adulte"
124,"1","2","female",32.5,0,0,13,0,"0","Adulte"
125,"0","1","male",54,0,1,77.2875,1,"1","Adulte"
126,"1","3","male",12,1,0,11.2417,1,"1","Enfant"
127,"0","3","male",NA,0,0,7.75,0,"0",NA
128,"1","3","male",24,0,0,7.1417,0,"0","Adulte"
129,"1","3","female",NA,1,1,22.3583,2,"1",NA
130,"0","3","male",45,0,0,6.975,0,"0","Adulte"
131,"0","3","male",33,0,0,7.8958,0,"0","Adulte"
132,"0","3","male",20,0,0,7.05,0,"0","Adulte"
133,"0","3","female",47,1,0,14.5,1,"1","Adulte"
134,"1","2","female",29,1,0,26,1,"1","Adulte"
135,"0","2","male",25,0,0,13,0,"0","Adulte"
136,"0","2","male",23,0,0,15.0458,0,"0","Adulte"
137,"1","1","female",19,0,2,26.2833,2,"1","Adulte"
138,"0","1","male",37,1,0,53.1,1,"1","Adulte"
139,"0","3","male",16,0,0,9.2167,0,"0","Adolescent"
140,"0","1","male",24,0,0,79.2,0,"0","Adulte"
141,"0","3","female",NA,0,2,15.2458,2,"1",NA
142,"1","3","female",22,0,0,7.75,0,"0","Adulte"
143,"1","3","female",24,1,0,15.85,1,"1","Adulte"
144,"0","3","male",19,0,0,6.75,0,"0","Adulte"
145,"0","2","male",18,0,0,11.5,0,"0","Adulte"
146,"0","2","male",19,1,1,36.75,2,"1","Adulte"
147,"1","3","male",27,0,0,7.7958,0,"0","Adulte"
148,"0","3","female",9,2,2,34.375,4,"1","Enfant"
149,"0","2","male",36.5,0,2,26,2,"1","Adulte"
150,"0","2","male",42,0,0,13,0,"0","Adulte"
151,"0","2","male",51,0,0,12.525,0,"0","Adulte"
152,"1","1","female",22,1,0,66.6,1,"1","Adulte"
153,"0","3","male",55.5,0,0,8.05,0,"0","Adulte"
154,"0","3","male",40.5,0,2,14.5,2,"1","Adulte"
155,"0","3","male",NA,0,0,7.3125,0,"0",NA
156,"0","1","male",51,0,1,61.3792,1,"1","Adulte"
157,"1","3","female",16,0,0,7.7333,0,"0","Adolescent"
158,"0","3","male",30,0,0,8.05,0,"0","Adulte"
159,"0","3","male",NA,0,0,8.6625,0,"0",NA
160,"0","3","male",NA,8,2,69.55,10,"1",NA
161,"0","3","male",44,0,1,16.1,1,"1","Adulte"
162,"1","2","female",40,0,0,15.75,0,"0","Adulte"
163,"0","3","male",26,0,0,7.775,0,"0","Adulte"
164,"0","3","male",17,0,0,8.6625,0,"0","Adolescent"
165,"0","3","male",1,4,1,39.6875,5,"1","Enfant"
166,"1","3","male",9,0,2,20.525,2,"1","Enfant"
167,"1","1","female",NA,0,1,55,1,"1",NA
168,"0","3","female",45,1,4,27.9,5,"1","Adulte"
169,"0","1","male",NA,0,0,25.925,0,"0",NA
170,"0","3","male",28,0,0,56.4958,0,"0","Adulte"
171,"0","1","male",61,0,0,33.5,0,"0","Senior"
172,"0","3","male",4,4,1,29.125,5,"1","Enfant"
173,"1","3","female",1,1,1,11.1333,2,"1","Enfant"
174,"0","3","male",21,0,0,7.925,0,"0","Adulte"
175,"0","1","male",56,0,0,30.6958,0,"0","Adulte"
176,"0","3","male",18,1,1,7.8542,2,"1","Adulte"
177,"0","3","male",NA,3,1,25.4667,4,"1",NA
178,"0","1","female",50,0,0,28.7125,0,"0","Adulte"
179,"0","2","male",30,0,0,13,0,"0","Adulte"
181,"0","3","female",NA,8,2,69.55,10,"1",NA
182,"0","2","male",NA,0,0,15.05,0,"0",NA
183,"0","3","male",9,4,2,31.3875,6,"1","Enfant"
184,"1","2","male",1,2,1,39,3,"1","Enfant"
185,"1","3","female",4,0,2,22.025,2,"1","Enfant"
186,"0","1","male",NA,0,0,50,0,"0",NA
187,"1","3","female",NA,1,0,15.5,1,"1",NA
188,"1","1","male",45,0,0,26.55,0,"0","Adulte"
189,"0","3","male",40,1,1,15.5,2,"1","Adulte"
190,"0","3","male",36,0,0,7.8958,0,"0","Adulte"
191,"1","2","female",32,0,0,13,0,"0","Adulte"
192,"0","2","male",19,0,0,13,0,"0","Adulte"
193,"1","3","female",19,1,0,7.8542,1,"1","Adulte"
194,"1","2","male",3,1,1,26,2,"1","Enfant"
195,"1","1","female",44,0,0,27.7208,0,"0","Adulte"
196,"1","1","female",58,0,0,146.5208,0,"0","Adulte"
197,"0","3","male",NA,0,0,7.75,0,"0",NA
198,"0","3","male",42,0,1,8.4042,1,"1","Adulte"
199,"1","3","female",NA,0,0,7.75,0,"0",NA
200,"0","2","female",24,0,0,13,0,"0","Adulte"
201,"0","3","male",28,0,0,9.5,0,"0","Adulte"
202,"0","3","male",NA,8,2,69.55,10,"1",NA
203,"0","3","male",34,0,0,6.4958,0,"0","Adulte"
204,"0","3","male",45.5,0,0,7.225,0,"0","Adulte"
205,"1","3","male",18,0,0,8.05,0,"0","Adulte"
206,"0","3","female",2,0,1,10.4625,1,"1","Enfant"
207,"0","3","male",32,1,0,15.85,1,"1","Adulte"
208,"1","3","male",26,0,0,18.7875,0,"0","Adulte"
209,"1","3","female",16,0,0,7.75,0,"0","Adolescent"
210,"1","1","male",40,0,0,31,0,"0","Adulte"
211,"0","3","male",24,0,0,7.05,0,"0","Adulte"
212,"1","2","female",35,0,0,21,0,"0","Adulte"
213,"0","3","male",22,0,0,7.25,0,"0","Adulte"
214,"0","2","male",30,0,0,13,0,"0","Adulte"
215,"0","3","male",NA,1,0,7.75,1,"1",NA
216,"1","1","female",31,1,0,113.275,1,"1","Adulte"
217,"1","3","female",27,0,0,7.925,0,"0","Adulte"
218,"0","2","male",42,1,0,27,1,"1","Adulte"
219,"1","1","female",32,0,0,76.2917,0,"0","Adulte"
220,"0","2","male",30,0,0,10.5,0,"0","Adulte"
221,"1","3","male",16,0,0,8.05,0,"0","Adolescent"
222,"0","2","male",27,0,0,13,0,"0","Adulte"
223,"0","3","male",51,0,0,8.05,0,"0","Adulte"
224,"0","3","male",NA,0,0,7.8958,0,"0",NA
225,"1","1","male",38,1,0,90,1,"1","Adulte"
226,"0","3","male",22,0,0,9.35,0,"0","Adulte"
227,"1","2","male",19,0,0,10.5,0,"0","Adulte"
228,"0","3","male",20.5,0,0,7.25,0,"0","Adulte"
229,"0","2","male",18,0,0,13,0,"0","Adulte"
230,"0","3","female",NA,3,1,25.4667,4,"1",NA
231,"1","1","female",35,1,0,83.475,1,"1","Adulte"
232,"0","3","male",29,0,0,7.775,0,"0","Adulte"
233,"0","2","male",59,0,0,13.5,0,"0","Adulte"
234,"1","3","female",5,4,2,31.3875,6,"1","Enfant"
235,"0","2","male",24,0,0,10.5,0,"0","Adulte"
236,"0","3","female",NA,0,0,7.55,0,"0",NA
237,"0","2","male",44,1,0,26,1,"1","Adulte"
238,"1","2","female",8,0,2,26.25,2,"1","Enfant"
239,"0","2","male",19,0,0,10.5,0,"0","Adulte"
240,"0","2","male",33,0,0,12.275,0,"0","Adulte"
241,"0","3","female",NA,1,0,14.4542,1,"1",NA
242,"1","3","female",NA,1,0,15.5,1,"1",NA
243,"0","2","male",29,0,0,10.5,0,"0","Adulte"
244,"0","3","male",22,0,0,7.125,0,"0","Adulte"
245,"0","3","male",30,0,0,7.225,0,"0","Adulte"
246,"0","1","male",44,2,0,90,2,"1","Adulte"
247,"0","3","female",25,0,0,7.775,0,"0","Adulte"
248,"1","2","female",24,0,2,14.5,2,"1","Adulte"
249,"1","1","male",37,1,1,52.5542,2,"1","Adulte"
250,"0","2","male",54,1,0,26,1,"1","Adulte"
251,"0","3","male",NA,0,0,7.25,0,"0",NA
252,"0","3","female",29,1,1,10.4625,2,"1","Adulte"
253,"0","1","male",62,0,0,26.55,0,"0","Senior"
254,"0","3","male",30,1,0,16.1,1,"1","Adulte"
255,"0","3","female",41,0,2,20.2125,2,"1","Adulte"
256,"1","3","female",29,0,2,15.2458,2,"1","Adulte"
257,"1","1","female",NA,0,0,79.2,0,"0",NA
258,"1","1","female",30,0,0,86.5,0,"0","Adulte"
259,"1","1","female",35,0,0,512.3292,0,"0","Adulte"
260,"1","2","female",50,0,1,26,1,"1","Adulte"
261,"0","3","male",NA,0,0,7.75,0,"0",NA
262,"1","3","male",3,4,2,31.3875,6,"1","Enfant"
263,"0","1","male",52,1,1,79.65,2,"1","Adulte"
265,"0","3","female",NA,0,0,7.75,0,"0",NA
266,"0","2","male",36,0,0,10.5,0,"0","Adulte"
267,"0","3","male",16,4,1,39.6875,5,"1","Adolescent"
268,"1","3","male",25,1,0,7.775,1,"1","Adulte"
269,"1","1","female",58,0,1,153.4625,1,"1","Adulte"
270,"1","1","female",35,0,0,135.6333,0,"0","Adulte"
271,"0","1","male",NA,0,0,31,0,"0",NA
273,"1","2","female",41,0,1,19.5,1,"1","Adulte"
274,"0","1","male",37,0,1,29.7,1,"1","Adulte"
275,"1","3","female",NA,0,0,7.75,0,"0",NA
276,"1","1","female",63,1,0,77.9583,1,"1","Senior"
277,"0","3","female",45,0,0,7.75,0,"0","Adulte"
279,"0","3","male",7,4,1,29.125,5,"1","Enfant"
280,"1","3","female",35,1,1,20.25,2,"1","Adulte"
281,"0","3","male",65,0,0,7.75,0,"0","Senior"
282,"0","3","male",28,0,0,7.8542,0,"0","Adulte"
283,"0","3","male",16,0,0,9.5,0,"0","Adolescent"
284,"1","3","male",19,0,0,8.05,0,"0","Adulte"
285,"0","1","male",NA,0,0,26,0,"0",NA
286,"0","3","male",33,0,0,8.6625,0,"0","Adulte"
287,"1","3","male",30,0,0,9.5,0,"0","Adulte"
288,"0","3","male",22,0,0,7.8958,0,"0","Adulte"
289,"1","2","male",42,0,0,13,0,"0","Adulte"
290,"1","3","female",22,0,0,7.75,0,"0","Adulte"
291,"1","1","female",26,0,0,78.85,0,"0","Adulte"
292,"1","1","female",19,1,0,91.0792,1,"1","Adulte"
293,"0","2","male",36,0,0,12.875,0,"0","Adulte"
294,"0","3","female",24,0,0,8.85,0,"0","Adulte"
295,"0","3","male",24,0,0,7.8958,0,"0","Adulte"
296,"0","1","male",NA,0,0,27.7208,0,"0",NA
297,"0","3","male",23.5,0,0,7.2292,0,"0","Adulte"
298,"0","1","female",2,1,2,151.55,3,"1","Enfant"
299,"1","1","male",NA,0,0,30.5,0,"0",NA
300,"1","1","female",50,0,1,247.5208,1,"1","Adulte"
301,"1","3","female",NA,0,0,7.75,0,"0",NA
302,"1","3","male",NA,2,0,23.25,2,"1",NA
304,"1","2","female",NA,0,0,12.35,0,"0",NA
305,"0","3","male",NA,0,0,8.05,0,"0",NA
306,"1","1","male",0.92,1,2,151.55,3,"1","Enfant"
307,"1","1","female",NA,0,0,110.8833,0,"0",NA
308,"1","1","female",17,1,0,108.9,1,"1","Adolescent"
309,"0","2","male",30,1,0,24,1,"1","Adulte"
310,"1","1","female",30,0,0,56.9292,0,"0","Adulte"
311,"1","1","female",24,0,0,83.1583,0,"0","Adulte"
312,"1","1","female",18,2,2,262.375,4,"1","Adulte"
313,"0","2","female",26,1,1,26,2,"1","Adulte"
314,"0","3","male",28,0,0,7.8958,0,"0","Adulte"
315,"0","2","male",43,1,1,26.25,2,"1","Adulte"
316,"1","3","female",26,0,0,7.8542,0,"0","Adulte"
317,"1","2","female",24,1,0,26,1,"1","Adulte"
318,"0","2","male",54,0,0,14,0,"0","Adulte"
319,"1","1","female",31,0,2,164.8667,2,"1","Adulte"
320,"1","1","female",40,1,1,134.5,2,"1","Adulte"
321,"0","3","male",22,0,0,7.25,0,"0","Adulte"
322,"0","3","male",27,0,0,7.8958,0,"0","Adulte"
323,"1","2","female",30,0,0,12.35,0,"0","Adulte"
324,"1","2","female",22,1,1,29,2,"1","Adulte"
325,"0","3","male",NA,8,2,69.55,10,"1",NA
326,"1","1","female",36,0,0,135.6333,0,"0","Adulte"
327,"0","3","male",61,0,0,6.2375,0,"0","Senior"
328,"1","2","female",36,0,0,13,0,"0","Adulte"
329,"1","3","female",31,1,1,20.525,2,"1","Adulte"
330,"1","1","female",16,0,1,57.9792,1,"1","Adolescent"
331,"1","3","female",NA,2,0,23.25,2,"1",NA
332,"0","1","male",45.5,0,0,28.5,0,"0","Adulte"
333,"0","1","male",38,0,1,153.4625,1,"1","Adulte"
334,"0","3","male",16,2,0,18,2,"1","Adolescent"
335,"1","1","female",NA,1,0,133.65,1,"1",NA
336,"0","3","male",NA,0,0,7.8958,0,"0",NA
337,"0","1","male",29,1,0,66.6,1,"1","Adulte"
338,"1","1","female",41,0,0,134.5,0,"0","Adulte"
339,"1","3","male",45,0,0,8.05,0,"0","Adulte"
340,"0","1","male",45,0,0,35.5,0,"0","Adulte"
341,"1","2","male",2,1,1,26,2,"1","Enfant"
342,"1","1","female",24,3,2,263,5,"1","Adulte"
343,"0","2","male",28,0,0,13,0,"0","Adulte"
344,"0","2","male",25,0,0,13,0,"0","Adulte"
345,"0","2","male",36,0,0,13,0,"0","Adulte"
346,"1","2","female",24,0,0,13,0,"0","Adulte"
347,"1","2","female",40,0,0,13,0,"0","Adulte"
348,"1","3","female",NA,1,0,16.1,1,"1",NA
349,"1","3","male",3,1,1,15.9,2,"1","Enfant"
350,"0","3","male",42,0,0,8.6625,0,"0","Adulte"
351,"0","3","male",23,0,0,9.225,0,"0","Adulte"
352,"0","1","male",NA,0,0,35,0,"0",NA
353,"0","3","male",15,1,1,7.2292,2,"1","Adolescent"
354,"0","3","male",25,1,0,17.8,1,"1","Adulte"
355,"0","3","male",NA,0,0,7.225,0,"0",NA
356,"0","3","male",28,0,0,9.5,0,"0","Adulte"
357,"1","1","female",22,0,1,55,1,"1","Adulte"
358,"0","2","female",38,0,0,13,0,"0","Adulte"
359,"1","3","female",NA,0,0,7.8792,0,"0",NA
360,"1","3","female",NA,0,0,7.8792,0,"0",NA
361,"0","3","male",40,1,4,27.9,5,"1","Adulte"
362,"0","2","male",29,1,0,27.7208,1,"1","Adulte"
363,"0","3","female",45,0,1,14.4542,1,"1","Adulte"
364,"0","3","male",35,0,0,7.05,0,"0","Adulte"
365,"0","3","male",NA,1,0,15.5,1,"1",NA
366,"0","3","male",30,0,0,7.25,0,"0","Adulte"
367,"1","1","female",60,1,0,75.25,1,"1","Senior"
368,"1","3","female",NA,0,0,7.2292,0,"0",NA
369,"1","3","female",NA,0,0,7.75,0,"0",NA
370,"1","1","female",24,0,0,69.3,0,"0","Adulte"
371,"1","1","male",25,1,0,55.4417,1,"1","Adulte"
372,"0","3","male",18,1,0,6.4958,1,"1","Adulte"
373,"0","3","male",19,0,0,8.05,0,"0","Adulte"
374,"0","1","male",22,0,0,135.6333,0,"0","Adulte"
375,"0","3","female",3,3,1,21.075,4,"1","Enfant"
376,"1","1","female",NA,1,0,82.1708,1,"1",NA
377,"1","3","female",22,0,0,7.25,0,"0","Adulte"
378,"0","1","male",27,0,2,211.5,2,"1","Adulte"
379,"0","3","male",20,0,0,4.0125,0,"0","Adulte"
380,"0","3","male",19,0,0,7.775,0,"0","Adulte"
381,"1","1","female",42,0,0,227.525,0,"0","Adulte"
382,"1","3","female",1,0,2,15.7417,2,"1","Enfant"
383,"0","3","male",32,0,0,7.925,0,"0","Adulte"
384,"1","1","female",35,1,0,52,1,"1","Adulte"
385,"0","3","male",NA,0,0,7.8958,0,"0",NA
386,"0","2","male",18,0,0,73.5,0,"0","Adulte"
387,"0","3","male",1,5,2,46.9,7,"1","Enfant"
388,"1","2","female",36,0,0,13,0,"0","Adulte"
389,"0","3","male",NA,0,0,7.7292,0,"0",NA
390,"1","2","female",17,0,0,12,0,"0","Adolescent"
391,"1","1","male",36,1,2,120,3,"1","Adulte"
392,"1","3","male",21,0,0,7.7958,0,"0","Adulte"
393,"0","3","male",28,2,0,7.925,2,"1","Adulte"
394,"1","1","female",23,1,0,113.275,1,"1","Adulte"
395,"1","3","female",24,0,2,16.7,2,"1","Adulte"
396,"0","3","male",22,0,0,7.7958,0,"0","Adulte"
397,"0","3","female",31,0,0,7.8542,0,"0","Adulte"
398,"0","2","male",46,0,0,26,0,"0","Adulte"
399,"0","2","male",23,0,0,10.5,0,"0","Adulte"
400,"1","2","female",28,0,0,12.65,0,"0","Adulte"
401,"1","3","male",39,0,0,7.925,0,"0","Adulte"
402,"0","3","male",26,0,0,8.05,0,"0","Adulte"
403,"0","3","female",21,1,0,9.825,1,"1","Adulte"
404,"0","3","male",28,1,0,15.85,1,"1","Adulte"
405,"0","3","female",20,0,0,8.6625,0,"0","Adulte"
406,"0","2","male",34,1,0,21,1,"1","Adulte"
407,"0","3","male",51,0,0,7.75,0,"0","Adulte"
408,"1","2","male",3,1,1,18.75,2,"1","Enfant"
409,"0","3","male",21,0,0,7.775,0,"0","Adulte"
410,"0","3","female",NA,3,1,25.4667,4,"1",NA
411,"0","3","male",NA,0,0,7.8958,0,"0",NA
412,"0","3","male",NA,0,0,6.8583,0,"0",NA
413,"1","1","female",33,1,0,90,1,"1","Adulte"
415,"1","3","",44,0,0,7.925,0,"0","Adulte"
416,"0","3","female",NA,0,0,8.05,0,"0",NA
417,"1","2","female",34,1,1,32.5,2,"1","Adulte"
418,"1","2","female",18,0,2,13,2,"1","Adulte"
419,"0","2","male",30,0,0,13,0,"0","Adulte"
420,"0","3","female",10,0,2,24.15,2,"1","Enfant"
421,"0","3","male",NA,0,0,7.8958,0,"0",NA
422,"0","3","male",21,0,0,7.7333,0,"0","Adulte"
423,"0","3","male",29,0,0,7.875,0,"0","Adulte"
424,"0","3","female",28,1,1,14.4,2,"1","Adulte"
425,"0","3","male",18,1,1,20.2125,2,"1","Adulte"
426,"0","3","male",NA,0,0,7.25,0,"0",NA
427,"1","2","female",28,1,0,26,1,"1","Adulte"
428,"1","2","female",19,0,0,26,0,"0","Adulte"
429,"0","3","male",NA,0,0,7.75,0,"0",NA
430,"1","3","male",32,0,0,8.05,0,"0","Adulte"
431,"1","1","male",28,0,0,26.55,0,"0","Adulte"
432,"1","3","female",NA,1,0,16.1,1,"1",NA
433,"1","2","female",42,1,0,26,1,"1","Adulte"
434,"0","3","male",17,0,0,7.125,0,"0","Adolescent"
435,"0","1","male",50,1,0,55.9,1,"1","Adulte"
436,"1","1","female",14,1,2,120,3,"1","Adolescent"
437,"0","3","female",21,2,2,34.375,4,"1","Adulte"
438,"1","2","female",24,2,3,18.75,5,"1","Adulte"
439,"0","1","male",64,1,4,263,5,"1","Senior"
440,"0","2","male",31,0,0,10.5,0,"0","Adulte"
441,"1","2","female",45,1,1,26.25,2,"1","Adulte"
442,"0","3","male",20,0,0,9.5,0,"0","Adulte"
443,"0","3","male",25,1,0,7.775,1,"1","Adulte"
444,"1","2","female",28,0,0,13,0,"0","Adulte"
445,"1","3","male",NA,0,0,8.1125,0,"0",NA
446,"1","1","male",4,0,2,81.8583,2,"1","Enfant"
447,"1","2","female",13,0,1,19.5,1,"1","Adolescent"
448,"1","1","male",34,0,0,26.55,0,"0","Adulte"
449,"1","3","female",5,2,1,19.2583,3,"1","Enfant"
450,"1","1","male",52,0,0,30.5,0,"0","Adulte"
451,"0","2","male",36,1,2,27.75,3,"1","Adulte"
452,"0","3","male",NA,1,0,19.9667,1,"1",NA
453,"0","1","male",30,0,0,27.75,0,"0","Adulte"
454,"1","1","male",49,1,0,89.1042,1,"1","Adulte"
455,"0","3","male",NA,0,0,8.05,0,"0",NA
456,"1","3","male",29,0,0,7.8958,0,"0","Adulte"
457,"0","1","male",65,0,0,26.55,0,"0","Senior"
458,"1","1","female",NA,1,0,51.8625,1,"1",NA
459,"1","2","female",50,0,0,10.5,0,"0","Adulte"
460,"0","3","male",NA,0,0,7.75,0,"0",NA
461,"1","1","male",48,0,0,26.55,0,"0","Adulte"
462,"0","3","male",34,0,0,8.05,0,"0","Adulte"
463,"0","1","",47,0,0,38.5,0,"0","Adulte"
464,"0","2","male",48,0,0,13,0,"0","Adulte"
465,"0","3","male",NA,0,0,8.05,0,"0",NA
466,"0","3","male",38,0,0,7.05,0,"0","Adulte"
468,"0","1","male",56,0,0,26.55,0,"0","Adulte"
469,"0","3","male",NA,0,0,7.725,0,"0",NA
470,"1","3","female",0.75,2,1,19.2583,3,"1","Enfant"
471,"0","3","male",NA,0,0,7.25,0,"0",NA
472,"0","3","male",38,0,0,8.6625,0,"0","Adulte"
473,"1","2","female",33,1,2,27.75,3,"1","Adulte"
474,"1","2","female",23,0,0,13.7917,0,"0","Adulte"
475,"0","3","female",22,0,0,9.8375,0,"0","Adulte"
